cast_id,source_file,platform,lat,lon,obs_date,month,year
aoml/4903248/profiles/D4903248_334.nc,aoml/4903248/profiles/D4903248_334.nc,4903248,26.169,-91.527,20240302,3,2024
aoml/4903356/profiles/D4903356_212.nc,aoml/4903356/profiles/D4903356_212.nc,4903356,28.247,-88.962,20240302,3,2024
aoml/4903466/profiles/D4903466_102.nc,aoml/4903466/profiles/D4903466_102.nc,4903466,23.259,-84.525,20240302,3,2024
aoml/4903468/profiles/D4903468_105.nc,aoml/4903468/profiles/D4903468_105.nc,4903468,26.517,-86.287,20240302,3,2024
aoml/4903471/profiles/D4903471_102.nc,aoml/4903471/profiles/D4903471_102.nc,4903471,28.997,-87.448,20240302,3,2024
aoml/4903546/profiles/D4903546_054.nc,aoml/4903546/profiles/D4903546_054.nc,4903546,25.668,-90.368,20240302,3,2024
aoml/4903548/profiles/D4903548_054.nc,aoml/4903548/profiles/D4903548_054.nc,4903548,26.277,-86.132,20240302,3,2024
aoml/4903549/profiles/D4903549_054.nc,aoml/4903549/profiles/D4903549_054.nc,4903549,25.827,-89.054,20240302,3,2024
aoml/4903550/profiles/D4903550_054.nc,aoml/4903550/profiles/D4903550_054.nc,4903550,25.203,-89.346,20240302,3,2024
aoml/4903551/profiles/D4903551_054.nc,aoml/4903551/profiles/D4903551_054.nc,4903551,25.198,-88.266,20240302,3,2024
aoml/4903553/profiles/D4903553_054.nc,aoml/4903553/profiles/D4903553_054.nc,4903553,23.116,-83.065,20240302,3,2024
aoml/4903554/profiles/D4903554_061.nc,aoml/4903554/profiles/D4903554_061.nc,4903554,25.456,-84.907,20240302,3,2024
aoml/4903563/profiles/D4903563_034.nc,aoml/4903563/profiles/D4903563_034.nc,4903563,20.401,-82.02,20240302,3,2024
aoml/4903622/profiles/R4903622_090.nc,aoml/4903622/profiles/R4903622_090.nc,4903622,20.424,-95.612,20240302,3,2024
aoml/4903232/profiles/D4903232_353.nc,aoml/4903232/profiles/D4903232_353.nc,4903232,24.984,-95.76,20240307,3,2024
aoml/4903237/profiles/D4903237_350.nc,aoml/4903237/profiles/D4903237_350.nc,4903237,24.227,-81.168,20240307,3,2024
aoml/4903240/profiles/D4903240_350.nc,aoml/4903240/profiles/D4903240_350.nc,4903240,25.208,-95.196,20240307,3,2024
aoml/4903248/profiles/D4903248_335.nc,aoml/4903248/profiles/D4903248_335.nc,4903248,26.126,-91.371,20240307,3,2024
aoml/4903356/profiles/D4903356_213.nc,aoml/4903356/profiles/D4903356_213.nc,4903356,28.238,-88.952,20240307,3,2024
aoml/4903468/profiles/D4903468_106.nc,aoml/4903468/profiles/D4903468_106.nc,4903468,26.896,-85.934,20240307,3,2024
aoml/4903471/profiles/D4903471_103.nc,aoml/4903471/profiles/D4903471_103.nc,4903471,28.992,-87.511,20240307,3,2024
aoml/4903546/profiles/D4903546_055.nc,aoml/4903546/profiles/D4903546_055.nc,4903546,25.919,-91.021,20240307,3,2024
aoml/4903548/profiles/D4903548_055.nc,aoml/4903548/profiles/D4903548_055.nc,4903548,26.486,-85.939,20240307,3,2024
aoml/4903549/profiles/D4903549_055.nc,aoml/4903549/profiles/D4903549_055.nc,4903549,25.371,-88.962,20240307,3,2024
aoml/4903550/profiles/D4903550_055.nc,aoml/4903550/profiles/D4903550_055.nc,4903550,24.931,-89.164,20240307,3,2024
aoml/4903551/profiles/D4903551_055.nc,aoml/4903551/profiles/D4903551_055.nc,4903551,25.204,-87.326,20240307,3,2024
aoml/4903553/profiles/D4903553_055.nc,aoml/4903553/profiles/D4903553_055.nc,4903553,23.161,-82.974,20240307,3,2024
aoml/4903554/profiles/D4903554_062.nc,aoml/4903554/profiles/D4903554_062.nc,4903554,25.256,-84.963,20240307,3,2024
aoml/4903232/profiles/D4903232_354.nc,aoml/4903232/profiles/D4903232_354.nc,4903232,24.607,-96.048,20240312,3,2024
aoml/4903240/profiles/D4903240_351.nc,aoml/4903240/profiles/D4903240_351.nc,4903240,25.256,-95.081,20240312,3,2024
aoml/4903248/profiles/D4903248_336.nc,aoml/4903248/profiles/D4903248_336.nc,4903248,25.926,-91.528,20240312,3,2024
aoml/4903278/profiles/D4903278_271.nc,aoml/4903278/profiles/D4903278_271.nc,4903278,27.951,-87.231,20240312,3,2024
aoml/4903356/profiles/D4903356_214.nc,aoml/4903356/profiles/D4903356_214.nc,4903356,28.235,-88.942,20240312,3,2024
aoml/4903468/profiles/D4903468_107.nc,aoml/4903468/profiles/D4903468_107.nc,4903468,27.157,-85.771,20240312,3,2024
aoml/4903471/profiles/D4903471_104.nc,aoml/4903471/profiles/D4903471_104.nc,4903471,28.998,-87.517,20240312,3,2024
aoml/4903546/profiles/D4903546_056.nc,aoml/4903546/profiles/D4903546_056.nc,4903546,25.771,-91.554,20240312,3,2024
aoml/4903548/profiles/D4903548_056.nc,aoml/4903548/profiles/D4903548_056.nc,4903548,26.44,-85.696,20240312,3,2024
aoml/4903549/profiles/D4903549_056.nc,aoml/4903549/profiles/D4903549_056.nc,4903549,25.244,-88.729,20240312,3,2024
aoml/4903550/profiles/D4903550_056.nc,aoml/4903550/profiles/D4903550_056.nc,4903550,24.79,-88.747,20240312,3,2024
aoml/4903551/profiles/D4903551_056.nc,aoml/4903551/profiles/D4903551_056.nc,4903551,25.967,-86.642,20240312,3,2024
aoml/4903552/profiles/D4903552_056.nc,aoml/4903552/profiles/D4903552_056.nc,4903552,24.426,-83.958,20240312,3,2024
aoml/4903553/profiles/D4903553_056.nc,aoml/4903553/profiles/D4903553_056.nc,4903553,23.206,-82.968,20240312,3,2024
aoml/4903559/profiles/D4903559_033.nc,aoml/4903559/profiles/D4903559_033.nc,4903559,20.503,-83.561,20240312,3,2024
aoml/4903563/profiles/D4903563_035.nc,aoml/4903563/profiles/D4903563_035.nc,4903563,20.704,-82.29,20240312,3,2024
aoml/4903232/profiles/D4903232_355.nc,aoml/4903232/profiles/D4903232_355.nc,4903232,24.468,-96.167,20240317,3,2024
aoml/4903240/profiles/D4903240_352.nc,aoml/4903240/profiles/D4903240_352.nc,4903240,25.279,-95.002,20240317,3,2024
aoml/4903248/profiles/D4903248_337.nc,aoml/4903248/profiles/D4903248_337.nc,4903248,26.006,-91.431,20240317,3,2024
aoml/4903278/profiles/D4903278_272.nc,aoml/4903278/profiles/D4903278_272.nc,4903278,27.901,-87.365,20240317,3,2024
aoml/4903356/profiles/D4903356_215.nc,aoml/4903356/profiles/D4903356_215.nc,4903356,28.232,-88.943,20240317,3,2024
aoml/4903468/profiles/D4903468_108.nc,aoml/4903468/profiles/D4903468_108.nc,4903468,27.369,-85.853,20240317,3,2024
